year,group,index,name,type,performers,note,
1991,第一组,3,《红楼梦》,越剧,魏婕 庄丽,,
1991,第一组,4,《手拉手》,喜剧小品,黄宏 宋丹丹,,
1991,第一组,5,《山寨相亲》,歌曲,李玲玉,,
1991,第一组,6,《小蹬人》,杂技,朱慧 张锦榕,,
1991,第一组,6,《球技》,杂技,曹利民 魏庆文,,
1991,第一组,6,《风火轮》,杂技,赵永华,,
1991,第一组,7,《梨园彩虹》,戏曲时装表演唱,张强 刘小娜 陈蕾 张咪,,
1991,第一组,8,《着急》,相声,姜昆 唐杰忠,,
1991,第一组,9,《鲁冰花》,歌曲,甄妮,,
1991,第一组,10,《苏州胜江南》,评弹,黄霞芬 孙小云 蔡红红等,,
1991,第一组,10,《帕米尔洒满金色的阳光》,冬布拉弹唱,中央民族歌舞团,,
1991,第一组,10,《梁祝》选段,弦乐,,,
1991,第一组,10,《万马奔腾》,马头琴演奏,内蒙古马头琴乐团,,
1991,第一组,11,《盼盼与巴斯》,动物表演,福州动物园,,
1991,第一组,12,《大黄河》,歌曲,刘君侠,,
1991,第二组,1,《亚运之最》,相声,牛群 冯巩,,
1991,第二组,2,《都是一个爱》,歌曲,毛阿敏,,
1991,第二组,3,《抓沙蟹》,表演唱,谢峰,,
1991,第二组,4,蒙眼剪纸,百业奇招,王西安,,
1991,第二组,4,竖鸡蛋,百业奇招,伍棣明,,
1991,第二组,4,快刀削果,百业奇招,刘爱群,,
1991,第二组,5,《打麦号子》,劳动欢歌,翟宪立,,
1991,第二组,5,《刨地瓜》,劳动欢歌,吉林市歌舞团,,
1991,第二组,5,《纺棉花》,劳动欢歌,孙丽英,,
1991,第二组,5,《苹果熟了》,劳动欢歌,陈红,,
1991,第二组,5,《采红菱》,劳动欢歌,叶矛 廖沙,,
1991,第二组,5,《赶小海》,劳动欢歌,任静,,
1991,第二组,5,《丰收喜讯满山乡》,劳动欢歌,张洪玲,,
1991,第二组,6,《陌生人》,喜剧小品,巩汉林 蔡明,,
1991,第二组,7,《跟着太阳走》,歌曲,胡月,,
1991,第二组,7,《你我是中国》,歌曲,万山红,,
1991,第二组,8,《洞房花烛夜》,戏曲哑剧小品,白淑贤 张寄蝶,,
1991,第二组,9,《水中花》,歌曲,谭咏麟,,
1991,第二组,10,《体坛新曲》,对口单弦,史琳 杨子春,,
1991,第二组,11,《去远方》,歌曲,蔡国庆,,
1991,第二组,12,《江南情思》,歌曲,黄霞芬,,
1991,第二组,13,《南腔北调话过年》,串场,"傅达仁（台湾电视台""体育节目""主持人）",,
1991,第三组,1,《再回首》,歌曲,姜育恒,,
1991,第三组,2,《小九老乐》,喜剧小品,赵本山 杨蕾,,
1991,第三组,3,《同一首歌》,歌曲,杭天琪 甄妮,,
1991,第三组,4,《乡音》,喜剧小品,魏积安 赵连甲 常佩双,,
1991,第三组,5,《夸山西》,夸家乡,吕继红,,
1991,第三组,5,《刘三姐》,夸家乡,罗宁娜,,
1991,第三组,5,《夸山东》,夸家乡,彭书民,,
1991,第三组,5,《黄杨扁担》,夸家乡,李丹阳,,
1991,第三组,5,《江南好》,夸家乡,蔡红红,,
1991,第三组,5,《鄂伦春小唱》,夸家乡,赵心,,
1991,第三组,5,《凤阳花鼓》,夸家乡,吴琼,,
1991,第三组,5,《新疆是个好地方》,夸家乡,李双江,,
1991,第三组,5,《节日夜晚》,夸家乡,宋祖英,,
1991,第三组,5,《逛新城》,夸家乡,张振富 张华敏,,
1991,第三组,5,《挑担茶叶上北京》,夸家乡,吴琼,,
1991,第三组,5,《草原晨曲》,夸家乡,胡松华,,
1991,第三组,5,《我热恋的故乡》,夸家乡,周皓 牛群,,
1991,第三组,6,《在中国大地上》,歌曲,彭丽媛,,
1991,第三组,7,《甘露寺》选段,京剧联唱,马长礼 辛宝达 言兴明 耿其昌,,
1991,第三组,8,《闪光的心灵》,歌曲,安冬,,
1991,第三组,9,《一点烛光》,歌曲,张丽华,,
1991,第四组,1,《打棍出箱》,桂剧选场,卢浩 陈观 阳杰,,
1991,第四组,2,《警察与小偷》,喜剧小品,陈佩斯 朱时茂,,
1991,第四组,3,《打瓜缘》,英语京剧选场,侯丹梅 张艺能 郭欣荣 陈少云,,
1991,第四组,4,《我想有个家》,歌曲,潘美辰,,
1991,第四组,5,《共同的世界》,歌曲,成方圆 解晓东 思浓 思雨,,
1991,第四组,6,《笑星劝酒》,相声,阎月明 常佩业 笑林 李国盛,,
1991,第四组,7,《我唱一支羊年的歌》,歌曲,梦鸽 魏金栋,,
1991,第四组,8,《除夕之夜话渴望》,小品,张凯丽 韩影 杨青 庞敏 邸英 孟秀 孙松,,
1991,第四组,9,《路》,歌曲,张暴默,,
1991,第四组,10,《学唱》,相声,白桦 邓小林,,
1991,第四组,11,《快速成衣》,百业奇招,北京广告公司时装表演团,,
1991,第四组,11,《一朵云霞》,歌曲,杭宏 张继红 周燕红 杨迎,,
1991,第四组,12,《留不住的话》,歌曲,邝美云,,
1991,第四组,13,《训徒》,相声,马季（已故，2006年12月） 赵炎 史可达,,
1991,第四组,14,《遥远的祝福》,歌曲,赵欣瑜,,
1991,第四组,15,《争先恐后》,杂技魔术小品,姬晓廷 李宝东 都广友,,
1991,第四组,15,《大秧歌》,歌舞,中央民族歌舞团 吉林市歌舞团,,
1992,第一组,1,《难忘的歌》（1983-1992）,联唱,李谷一 沈小岑 殷秀梅 刘君侠 成方圆 蒋大为 段乐 杭天琪 胡晓晴,,
1992,第一组,2,《小站联欢会》,相声,侯耀文（已故，2007年6月） 石富宽,,
1992,第一组,3,《大步流星奔小康》,歌舞,李玲玉 吴琼,,
1992,第一组,4,《秧歌情》,小品,黄宏 宋丹丹,,
1992,第一组,5,《瑞雪》,舞蹈,杨丽萍（白族）,,
1992,第一组,6,《戒赌》,川剧小品,宋小林 喻海燕 刘玉梅,,
1992,第一组,7,《共同的风采》,歌曲,彭丽媛,,
1992,第一组,8,《美丽畅想曲》,相声,姜昆 唐杰忠,,
1992,第一组,9,《等你来》,歌曲,宋祖英（苗族）,,
1992,第一组,10,《城市行囊》,歌曲,胡慧中,,
1992,第二组,1,《我想有个家》,小品,赵本山 黄晓娟,,
1992,第二组,2,《走向奥运》,歌曲,蔡国庆,,
1992,第二组,3,《办晚会》,相声,牛群 冯巩,,
1992,第二组,4,《飞旋啊飞旋》,歌舞,解晓东 张咪 张强,,
1992,第二组,5,《荧屏心相印》,歌曲,赵忠祥 孙晓梅 吕念祖等电视工作者,,
1992,第二组,6,《梨园精萃》,戏曲欣赏,赵飞 白涛 吴健平 方小娅,,
1992,第二组,7,《新年快乐》,歌曲,小虎队 忧欢派对 少女队 红孩儿,,
1992,第二组,8,《今夜星辰》,综合节目,孙启新 严顺开 梁谷音 陈述（已故，2006年10月） 达式常 陈海燕 章金莱 胡惠春（5岁）等,,
1992,第二组,9,《杨柳青年画爱煞人》,歌曲,韩笑,,
1992,第二组,10,《超生游击队》,动物小品,上海人民杂技团,,
1992,第二组,11,《欢乐进万家》,歌舞,陈红 牛宝林 金小凤（傣族） 毛宁,,
1992,第二组,12,《踩鼓点》,舞蹈,宋拉成 艾媛等,,
1992,第二组,13,《手影》,表演,赵子岳（已故，1997年）,,
1992,第三组,1,《马兰啊马兰》,歌曲,李丹阳,,
1992,第三组,2,《顶牛》,游戏,山西电视台,,
1992,第三组,3,《诉说》,歌曲,罗宁娜,,
1992,第三组,4,《说句心里话》,歌曲,郁钧剑,,
1992,第三组,5,《拜年》,短剧,南京军区前线话剧团,,
1992,第三组,6,《站起来》,歌曲,李双江,,
1992,第三组,7,《民族乐》,相声,克里木（维族） 常佩业,,
1992,第三组,8,《欢乐今宵》,歌舞,董文华,,
1992,第三组,9,《向着太阳》,藏族歌舞,达珍 达娃央宗 桑吉加,,
1992,第三组,10,《心中常驻芳华》,歌曲,毛阿敏 刘德华 张雨生（已故，1997年10月）,,
1992,第三组,11,《妈妈的今天》,小品,赵丽蓉（已故，2000年7月） 巩汉林 李文启,,
1992,第三组,12,《让我一次爱个够》,歌曲,庾澄庆,,
1992,第三组,13,《宠物热》,相声,李金斗 陈涌泉,,
1992,第四组,1,《草台班子》,小品,郭昶（已故，2006年6月） 黎舒兰 潘长江,,
1992,第四组,2,《庙会风光》,戏曲歌舞,陶慧敏 邓婕 朱世慧 马兰,,
1992,第四组,3,《论捧》,相声,阎月明 李建华 王平,,
1992,第四组,4,《十二生肖拜大年》,歌舞,梦鸽 魏金栋 孙浩 任静等,,
1992,第四组,5,《改门脸》,相声,唐爱国 齐立强,,
1992,第四组,6,《乡愁》,歌曲,胡浩波（旅法葡籍华人）,,
1992,第四组,7,《姐夫与小舅子》,小品,陈佩斯 朱时茂,,
1992,第四组,8,《春天来了》,歌舞,王蕾 刘小丽 马梅 周建霞 郑莉,,
1992,第四组,9,《难忘今宵》,歌曲,李谷一,,
1993,第一组,1,《挂红灯》,开场曲,海军海娃艺术团,,
1993,第一组,2,《除夕三喜》,歌舞,宋祖英 李丹阳 吴琼 陈俊华,,
1993,第一组,3,魔术表演,魔术,秦鸣晓 姚金芬,,
1993,第一组,4,《春童献瑞》,戏曲表演,南京小红花艺术团,,
1993,第一组,5,《擦皮鞋》,小品,黄宏 魏积安,,
1993,第一组,6,《好年头好兆头》,歌舞,陈红 景岗山,,
1993,第一组,7,《群丑争春》,戏曲小品,朱世慧 寇春华 牛得草（已故，1998年6月） 张寄蝶 刘异龙 林继凡 李笑非 任廷芳 王道正等,,
1993,第一组,8,《想家的时候》,歌曲,阎维文 万山红,,
1993,第二组,1,《像雾像雨又像风》,歌曲,梁雁翎（香港）,,
1993,第二组,2,《除了你还有谁》,歌曲,邝美云,,
1993,第二组,3,《龙鼓喧天震四海》,表演,成龙等,,
1993,第二组,4,《太阳从你手中升起》,歌曲,董文华,,
1993,第二组,5,《走进我的梦幻童年》,歌曲,蔡国庆,,
1993,第二组,6,《老拜年》,小品,赵本山 王中青 苏杰 阎淑萍,,
1993,第二组,7,《山妞与模特》,舞蹈,周洁 四川省凉山州歌舞团,,
1993,第二组,8,《张三其人》,小品,严顺开 赵玲琪 杨新鸣 徐小帆 鞠波,,
1993,第二组,9,《赶圩归来啊哩哩》,歌曲,罗宁娜,,
1993,第二组,10,《楼道曲》,相声,姜昆 唐杰忠,,
1993,第二组,11,《春的祝贺》,歌曲,彭丽媛,,
1993,第二组,12,《众人划浆开大船》,歌曲,傅笛生,,
1993,第二组,13,《两棵树》,舞蹈,杨丽萍 陆亚,,
1993,第三组,1,《桥》,小品,潘长江 黄小娟,,
1993,第三组,2,《回家》,歌曲,王杰,,
1993,第三组,3,《热歌热舞》《把所有的爱都给你》《全心演好每一个自己》,歌曲联唱,郭富城 马萃如,,
1993,第三组,4,《射雕》,川剧小品,王馥荔 邓婕 陈小艺,,
1993,第三组,5,《涛声依旧》,歌曲,毛宁,,
1993,第三组,6,《妈妈怀里的歌》,歌曲,蒋小涵,,
1993,第三组,7,《拍卖》,相声,牛群 冯巩,,
1993,第三组,8,《东方之光》,歌曲,杭天琪 胡月 江涛 韩特 刘海波 任静 张继红 聂惠芳 唐建华 周燕红 李殊 孙燕 孙小云 李红霞 路群 王庆君 张蒙蒙 孙文江 翁普庆 吴容 孙淑香 杨维丽,,
1993,第三组,9,《为我们的今天喝彩》,歌曲,林萍,,
1993,第三组,10,《坐宫》,京剧选段,梅葆玖 梅葆,,
1993,第三组,11,《推销》,小品,张国立 刘亚津 张敬,,
1993,第四组,1,《粉墨登场迎新岁》,歌舞,新广及黄捷宽舞蹈团,,
1993,第四组,2,《8字迷》,相声,杨振华 杨瑞库,,
1993,第四组,3,《传统光辉耀星河》,歌曲,,,
1993,第四组,4,《风》,歌曲,毛阿敏,,
1993,第四组,5,《多多关照》,小品,陆鸣 孙仲江,,
1993,第四组,6,《幸福年》,民乐演奏,中国广播艺术团民乐团,,
1993,第四组,7,《金鸡报春》,歌曲,梦鸽 魏金栋,,
1993,第四组,8,《黄土坡》,小品,郭达 蔡明,,
1993,第四组,9,《根》,歌曲,陈静 马海云 张娜 聂慧芳 杨迎 潘军 甘萍 李星 张秀艳 赵秀兰,,
1993,第四组,10,《侯大明白》,相声,侯耀文（已故，2007年6月） 石富宽,,
1993,第五组,1,《武旦绝技》,戏曲,方小娅（上海京剧院一团）,,
1993,第五组,2,气功表演,气功,,,
1993,第五组,3,《一角四唱》,表演,王树芳,,
1993,第五组,4,《太湖美》,舞蹈,,,
1993,第五组,5,《市场速写》,小品,郭冬临 张慈 法比奥（意大利）,,
1993,第五组,6,《闻鸡起舞》,舞蹈,陶金（已故，1997年） 阿内 阿兵,,
1993,第五组,7,《新名词》,相声,高洪胜 李立山,,
1993,第五组,8,威风锣鼓——张艺谋拜年贺岁片,特别节目,,,
1993,第五组,9,《携手同行》,结束曲,解晓东 罗文（已故，2002年10月）（香港） 苏芮（台湾） 巫启贤（新加坡） 那英,,
1994,第一盘,1,《千秋万岁为大年》,歌舞,南京军区前线歌舞团 大连歌舞团 武警十三支队 黄启成
1994,第一盘,2,《金钹响鼓送除夕》,少儿歌舞,河南开封市少儿盘鼓队 沈阳市青少年宫艺术团
1994,第一盘,3,《除夕情》,歌曲,毛阿敏
1994,第一盘,4,《足下飞舞跳跳跳》,歌舞,二炮歌舞团舞蹈队
1994,第一盘,5,《狗娃闹春》,少儿歌舞,山东郓城宋江武术学校
1994,第一盘,6,《铡美案》片段,京剧,王海波（台湾）
1994,第一盘,6,《赤桑镇》片段,京剧,王海波 王树芳
1994,第一盘,7,《越洋电话》,小品,郭达 蔡明
1994,第一盘,8,歌曲,歌曲,蔡大生
1994,第一盘,9,《思乡》,综艺,孔祥东（钢琴） 吕思清（小提琴） 潭元元 徐刚（芭蕾舞）
1994,第一盘,10,呼啦圈表演,杂技,欧阳贝妮（上海马戏学校）
1994,第一盘,11,《一二三四歌》,歌曲,阎维文
1994,第二盘,1,《密码》,小品,高秀敏（已故，2005年8月） 赵世林
1994,第二盘,2,《找朋友》,歌舞,南京军区前线歌舞团
1994,第二盘,3,《蝉之歌》,无伴奏合唱,贵州黔东南自治区代表队
1994,第二盘,4,《竹马沙沙》,歌曲,思浓 思雨
1994,第二盘,5,《跑题》,群口相声,李金斗 石富宽 阎月明 单联丽
1994,第二盘,6,《城市面孔》,歌曲,红豆 杭天琪
1994,第二盘,7,《全家福》,纪实节目,倪萍 徐永辉
1994,第二盘,8,《今日的中国人》,歌曲,殷秀梅
1994,第二盘,9,《八哥来信》,小品,王馥荔 戚慧 赵亮
1994,第二盘,10,《长大后我成了你》,歌曲,宋祖英
1994,第二盘,11,《吃饺子》,小品,赵丽蓉（已故，2000年7月） 李文启 王涛
1994,第三盘,1,《打扑克》,小品,黄宏 侯耀文（已故，2007年6月）
1994,第三盘,2,《长城长》,歌曲,董文华
1994,第三盘,3,《回家的人》,歌曲,江涛
1994,第三盘,4,《上梁下梁》,小品,郭柏松 杨瑞瑞
1994,第三盘,5,《春花》,二重唱,梦鸽 魏金栋
1994,第三盘,6,《观灯》,戏曲集锦,韩再芬 李迎春
1994,第三盘,6,《花木兰》,戏曲集锦,小香玉
1994,第三盘,6,《梁祝》,戏曲集锦,肖雅 吴国兰
1994,第三盘,6,《梁祝》,戏曲集锦,耿其昌
1994,第三盘,6,《梁祝》,戏曲集锦,王立军 郭秉新等
1994,第三盘,7,《点子公司》,相声,冯巩 牛群
1994,第三盘,8,《喊太阳》,歌曲,聂建华
1994,第三盘,9,《家乡的花》,四重唱,翟宪立 李丹阳 周灵燕 董青
1994,第四盘,1,《无悔的选择》,二重唱,蔡国庆 林萍
1994,第四盘,2,《追日》,歌舞,刘敏 黄启成 南京军区歌舞团 大连歌舞团
1994,第四盘,3,《大变活人》,魔术小品,陈佩斯 朱时茂等
1994,第四盘,4,《春梦》,歌舞,沈培艺 南京军区前线歌舞团 大连歌舞团
1994,第四盘,5,《生命之火》,歌舞,韩延文
1994,第四盘,6,《听春风》,歌曲,张也
1994,第四盘,7,《拆迁变奏曲》,小品,魏吉安 杨蕾 韩善续
1994,第四盘,8,《篝火狂欢》,歌舞,北京舞蹈学院民间舞系 国家民委少数民族代表队
1995,第一组,1,《吉祥红灯舞》,开场歌舞,黑龙江省歌舞剧院舞蹈团 兰州军区战斗歌舞团 北京军区战友歌舞团 湖北省宜昌市歌舞团 蓝天幼儿艺术团
1995,第一组,2,《你想看什么》,歌舞,陶金（已故，1997年） 谢津（已故，1999年2月）
1995,第一组,2,笑星拜年,拜年环节,赵丽蓉 赵本山 黄宏 郭达 蔡明等
1995,第一组,3,《大年夜》,歌舞,方明 张帆 卢崧 苏青 山西省歌舞剧院黄河少年艺术团
1995,第一组,4,《万事如意》,歌曲,张也
1995,第一组,5,《找焦点》,小品,黄宏 杨蕾
1995,第一组,6,《火火的歌谣》,歌组合,林依轮
1995,第一组,6,《梦在他乡》,歌组合,毛宁
1995,第一组,6,《今儿个高兴》,歌组合,解晓东
1995,第一组,7,《如此包装》,小品,赵丽蓉（已故，2000年7月） 巩汉林 孟薇等
1995,第一组,8,《醉鼓》,舞蹈,黄豆豆 兰州军区战斗歌舞团 黑龙江省歌舞剧院舞蹈团
1995,第一组,9,《轻轻地告诉你》,歌组合,杨钰莹
1995,第一组,9,《江南柳》,歌组合,甘苹
1995,第一组,9,《辣妹子》,歌组合,宋祖英
1995,第二组,1,《谁有毛病》,相声,刘俊杰 赵炎
1995,第二组,2,《当我们年轻时》,歌曲,郑咏 幺红
1995,第二组,3,《斗牛士之歌》,歌曲,袁晨野 北京蓝天幼儿艺术团
1995,第二组,4,《欢乐颂》,歌曲,杜吉刚 王蕾 王霞 雷岩
1995,第二组,5,《风中有朵雨做的云》,歌曲,孟庭苇
1995,第二组,6,《父亲》,小品,郭达 蔡明 赵宝乐 于海伦等
1995,第二组,7,《回家》,歌组合,蔡国庆
1995,第二组,7,《爱的港湾》,歌组合,张迈
1995,第二组,7,《骨肉情》,歌组合,阎维文
1995,第二组,8,《人体复印机》,表演,李博成 李博良等
1995,第二组,9,《包龙图》,京剧汇唱,迟彦春（操琴） 李养元（司鼓）
1995,第二组,9,《铡美案》选段,京剧汇唱,李欣 康万生 杨燕毅
1995,第二组,9,《赤桑镇》选段,京剧汇唱,马名骏
1995,第二组,9,《普天乐》选段,京剧汇唱,宋昌林 邓伟 孟广禄
1995,第二组,9,《打龙袍》选段,京剧汇唱,尚长荣
1995,第二组,10,《最差先生》,相声,牛群 冯巩
1995,第三组,1,《中华民谣》,歌曲,陈红 孙浩
1995,第三组,2,《小桃红》,歌组合,白雪
1995,第三组,2,《牵挂你的人是我》,歌组合,高林生
1995,第三组,2,《笑脸》,歌组合,谢东
1995,第三组,2,《同桌的你》,歌组合,老狼
1995,第三组,2,《天不下雨天不刮风天上有太阳》,歌组合,于文华 尹相杰
1995,第三组,3,《牛大叔"提乾"》,小品,赵本山 范伟 张玉屏
1995,第三组,4,《算盘歌》,歌曲,江涛 张秋秋 谢若琳
1995,第三组,5,《雾里看花》,歌曲,那英
1995,第三组,6,《有事您说话》,小品,郭冬临 李文启 买红妹
1995,第三组,7,《春韵》,舞蹈,周洁 兰州军区战斗歌舞团
1995,第三组,8,《遥远的朋友》,歌曲,彭丽媛
1995,第三组,9,魔术表演,魔术,付腾龙 徐秋 徐越等
1995,第三组,10,《忘情水》,歌曲,刘德华
1995,第三组,11,《不朽的黄河》,歌曲,董文华
1995,第四组,1,《纠察》,小品,孙涛 郭月
1995,第四组,2,《什么也不说》,歌组合,郁钧剑
1995,第四组,2,《士兵小唱》,歌组合,范春梅 范琳琳 刘小娜
1995,第四组,2,《当兵的人》,歌组合,刘斌
1995,第四组,3,《金陵十二钗》芳草青青,表演,何英 颜恝 邱华芳 吴俊 张志红等
1995,第四组,4,杂技精萃,杂技,成都军区战旗杂技团 天津市杂技团
1995,第四组,5,《远方伴着你》,歌曲,毛阿敏
1995,第四组,6,《难忘今宵》,歌曲,费翔 杨澜 张明敏 奚秀兰 海外华人等
1995,第四组,7,《新春乐》,群口相声,李金斗 石富宽 常贵田 阎月明
1995,第四组,8,《美丽的心愿》,歌曲,李丹阳 罗宁娜
1995,第四组,9,《过年是什么》,表演,金铭 宫傲 山西歌舞剧院黄河少年艺术团
1995,第四组,10,《欢聚》,舞蹈,何晓佩 黑龙江省歌舞剧院舞蹈团 兰州军区战斗歌舞团 北京军区战友歌舞团
1995,第四组,11,《中国大舞台》,歌曲,殷秀梅
1995,第四组,12,《贺年卡》,歌曲,梦鸽 李星 王英民 赵欣 相玲 朱砂
1995,第四组,13,《克里木参军》选段,小歌剧,孙丽英 阿不力孜·聂
1995,第四组,14,《土里巴人》,舞蹈,戴莉 陈东 湖北宜昌市歌舞剧团 兰州军区战斗歌舞团 黑龙江省歌舞剧院舞蹈团 北京军区战友歌舞团
1995,第四组,15,《今夜难眠》,歌曲,杨洪基 林萍
1996,第一盘,1,开场歌舞,歌舞,张也 魏松 冯健雪
1996,第一盘,2,《过大年》,歌舞,杭天琪 红霞 徐樱
1996,第一盘,3,《一样不一样》,三地相声,王平 唐杰忠（北京） 王谦祥 李增瑞（上海） 常贵田 王培元（西安）
1996,第一盘,4,《童心童趣》,歌组合,胡珊珊（7岁） 洪潇（5岁） 柳婕莹（10岁） 欧阳梦婷（6岁） 唐婉（5岁）等
1996,第一盘,5,《机器人趣话》,小品,蔡明 郭达
1996,第一盘,6,《火火的北京》,歌曲,谢晓东
1996,第一盘,7,《过河》,音乐小品,潘长江 阎淑萍
1996,第一盘,8,《兵哥哥》,歌与舞,宋祖英 张玉萍
1996,第一盘,9,《一个钱包》,三地小品,李丁 刘淑萍 杨新鸣（北京） 魏启明 童正维 何冰（上海） 李琦 句号 王艳梅（西安）
1996,第二盘,1,《乡风乡韵》,歌组合,曲比阿乌 李蓉 陆莉莉 徐秀霞 杨华 金永玲 阿布力孜 凯钥 凯璐 耿国际 张世嵘 松鹿 马文杰
1996,第二盘,2,《中国戏曲真神奇》,戏歌,刘斌 孙丽英 郭公芳 程桂兰 韩延文
1996,第二盘,3,《其实你不懂我的心》,相声,姜昆 戴志诚 北京国安足球队 上海申花足球队 西安球迷
1996,第二盘,4,《我的爱对你说》,歌曲,叶倩文（香港）
1996,第二盘,5,《打工奇遇》,小品,赵丽蓉（已故，2000年7月） 巩汉林 金珠
1996,第二盘,6,《丰收夜》,舞蹈,熊健 李晓燕
1996,第三盘,1,《今晚直播》,小品,黄宏 徐帆
1996,第三盘,2,《真情永远伴着你》,歌曲,董文华
1996,第三盘,3,《路口》,小品,郭冬临 魏积安 赵亮
1996,第三盘,4,《我属于中国》,歌曲,彭丽媛
1996,第三盘,5,《我们一起来唱歌》,歌曲,阎维文
1996,第三盘,6,《三鞭子》,小品,赵本山 范伟 李海
1996,第三盘,7,《行云流水》,京剧名段荟萃,于魁智 李海燕 邓沐玮 梅葆玖 赵葆秀 耿其昌 李维康
1996,第三盘,8,《明天会更好》,相声,牛群 冯巩
1996,第三盘,9,《流光溢彩》,激光琴演奏,周小燕 程不时
1996,第三盘,10,《侯大胆》,现场互动,朱时茂 侯耀华
1996,第三盘,11,《′95流行风》,歌组合,蔡国庆 孙悦 黄格选 高松 伊扬 安伟 韩特 俞静 谢若琳 钟梅 季红 杨洋 王智慧 高枫（已故，2002年9月） 刘小娜
1996,第三盘,12,《绿》,独舞,刘晶
1996,第三盘,13,《三洞房》,地方戏曲集锦,小香玉 胡敏华 李梅 董利森 赵忠祥 倪萍等
1996,第四盘,2,《穿越霓虹》,评弹演唱,苏红 朱虹
1996,第四盘,3,《总会等到那一天》,歌曲,那英 毛宁
1996,第四盘,4,《老少乐》,相声,马季（已故，2006年12月） 刘伟
1996,第四盘,5,《名人名曲组唱》,歌曲,成方圆 郁钧剑 关牧村 蒋大为
1996,第四盘,6,《神州大对歌》,三地歌组合,吕继宏 李丹阳 林萍 林依伦 阵思思（北京） 佟铁鑫 红豆 甘苹 白雪 周灵燕（上海） 王静 魏金栋 孙浩 陈俊华 何静（西安）
1996,第四盘,7,《迎春钟声》,三地歌舞,袁晓红 李星 吕薇 肖玫 朱砂 刘媛媛 相玲 陈静
1996,第四盘,8,《中国我可爱的故乡》,歌曲,江涛 张迈
1996,第四盘,9,《现场评论》,现场互动,赵世林 何冰 李琦
1996,第四盘,10,《畅饮回忆》,歌曲,童安格
1996,第四盘,11,《欢歌恋曲》,歌组合,陈真 聂建华 泽娜卓玛 多吉次仁 乌日娜 乌兰那日苏 戴滨 王英民 梁音 孙静
1996,第四盘,12,《隔夜修书》,魔术,傅腾龙 徐越 傅琰东
1996,第四盘,13,《公仆赞》,歌曲,万山红
1996,第四盘,14,《江河共举杯》,歌组合,殷秀梅 袁晨野 黄岳峰 王霞 顾欣 余佩敏 王静 孙毅
1996,第四盘,15,《难忘今宵》,尾声,李谷一 陈军（二胡独奏） 三地全体演员
1997,第一盘,1,《大团圆》,开场歌舞,全体演员
1997,第一盘,2,《手挽手心连心》,歌曲,刘欢 蒋中一
1997,第一盘,3,《菊坛新蕊》,少儿京剧,胡晓楠（京胡独奏） 中国戏曲学校附中 河北艺术学校保定分校
1997,第一盘,4,《两个人的世界》,相声,冯巩 牛群
1997,第一盘,5,《青青世界》,歌舞,那英
1997,第一盘,5,送福,相声,唐杰忠 刘流
1997,第一盘,6,《柳暗花明》,小品,魏积安 高秀敏（已故，2005年8月）
1997,第一盘,7,《真情永存》,歌舞,宋祖英
1997,第一盘,8,《过年》,小品,郭达 蔡明 郭冬临
1997,第一盘,9,《中国娃》,歌舞,解晓东
1997,第一盘,10,《三姐妹当兵》,小品,孙涛 景风凌 王景 郭月
1997,第二盘,1,《青春季节》,歌舞组合,杨洋 金彪 苑冉 丝敏 嘉悦 李蓉 徐秀霞 高瑛 辛辛 刘莹莹 胡晶 李岩 蒋中一
1997,第二盘,2,《天长地久》,微型音乐剧,王刚 尹相杰 孙悦 王静 佟铁鑫 袁莉 王新军
1997,第二盘,3,《送春联》,相声小段,笑林 李国盛
1997,第二盘,4,《老唱片》,歌组合,马玉涛 胡松华 邓玉华 李双江 李光曦 聂建华
1997,第二盘,4,《激光唱盘》,歌组合,林依轮 李丹阳 魏英霞 王洪兰 雷湘 钟梅 季红 杨洋 陈明 冯晓泉 廖忠伊 杨满文军
1997,第二盘,4,相声小段,相声,程前 朱军
1997,第二盘,5,《送您一支歌》,相声,姜昆 戴志诚
1997,第二盘,6,《春天的故事》,歌曲,董文华
1997,第二盘,7,《流派纷呈》,京剧名家名段,于魁智 赵秀君 孟广禄 张建国 李海燕 尚长荣
1997,第二盘,8,《鞋钉》,小品,黄宏 巩汉林
1997,第三盘,1,《珠穆朗玛》,歌舞,彭丽媛
1997,第三盘,2,《红高粱模特队》,小品,赵本山 范伟等
1997,第三盘,3,《戏苑飘香》,地方戏曲,小香玉 李东桥 李梅 马兰 刘芸 王超
1997,第三盘,4,《宇宙体操选拔赛》,幽默体操小品,陈佩斯 朱时茂 李宁 李大双 李小双 李敬 李春阳 李小鹏
1997,第三盘,5,《拥抱明天》,歌曲,林萍 毛宁 江涛
1997,第三盘,6,《黄河鼓震》,歌舞,郁钧剑 张也
1997,第三盘,7,《戏里戏外》,小品,牟洋 于海伦 黄玉玲
1997,第三盘,8,《东西南北中民歌小唱》,歌组合,孙静 耿维华 孙丽英 吕继宏 刘玉婉 梦鸽 王英民 陈小涛
1997,第四盘,1,《京九演义》,相声,侯耀文（已故，2007年6月） 石富宽
1997,第四盘,2,《天使》,歌曲,彭羚（香港）
1997,第四盘,3,《三趟快车奔香江》,现场专题报道,倪萍 金旭 徐玉兰 徐保义
1997,第四盘,4,《公元一九九七》,歌曲,孙国庆 朱明瑛 韩磊 田震 孙楠 彭羚（香港） 王霞 左纯 冯桂荣
1997,第四盘,5,《北京时间》,配乐诗朗诵,赵忠祥 倪萍
